0,-12.34837886
0.00884884,-12.34385878
0.017697679,-12.33033417
0.026546519,-12.30792614
0.035395357,-12.27680122
0.044244198,-12.23724621
0.053093036,-12.18961785
0.061941876,-12.13437602
0.070790715,-12.07209733
0.079639555,-12.00346505
0.088488394,-11.92936355
0.097337234,-11.85079204
0.106482175,-11.84687769
0.115627112,-11.83519638
0.124772053,-11.815888
0.133916994,-11.78922466
0.143061935,-11.75558458
0.152206872,-11.71547283
0.161351813,-11.66947008
0.170496754,-11.61832765
0.179641695,-11.56293071
0.188786632,-11.50427004
0.197931573,-11.44342049
0.207076514,-11.38165201
0.216221452,-11.32029306
0.225366392,-11.26071973
0.234511333,-11.20434345
0.243656274,-11.15244971
0.252801212,-11.106189
0.261946152,-11.06656487
0.271091093,-11.03428102
0.280236031,-11.00970342
0.289380972,-10.99276597
0.298525912,-10.98311708
0.307670853,-10.98009689
0.316519694,-10.98023703
0.325368532,-10.98069962
0.334217372,-10.98142454
0.343066211,-10.98231925
0.351915051,-10.98337205
0.360763889,-10.98445153
0.36961273,-10.9855076
0.378461568,-10.9863868
0.387310408,-10.98710165
0.396159247,-10.98759771
0.405008087,-10.9877286
0.414153028,-11.01687934
0.423297969,-11.05564848
0.432442909,-11.10424311
0.441587847,-11.1623416
0.450732788,-11.22918826
0.459877729,-11.30363153
0.469022666,-11.38420934
0.478167607,-11.4692909
0.487312548,-11.55714448
0.496457489,-11.6460838
0.505602426,-11.73448243
0.514747367,-11.82083122
0.523892308,-11.90375057
0.533037246,-11.98204588
0.542182186,-12.05465021
0.551327127,-12.12065713
0.560472068,-12.17929195
0.569617006,-12.22993315
0.578761946,-12.27204821
0.587906887,-12.30521317
0.597051828,-12.32911973
0.606196766,-12.34355401
0.615341706,-12.34837886
0.624449419,-12.34359292
0.633557132,-12.32927837
0.642664845,-12.30556011
0.651772558,-12.27266128
0.660880271,-12.23088228
0.669987984,-12.18064925
0.679095697,-12.12246859
0.68820341,-12.05701896
0.697311123,-11.98503777
0.706418836,-11.90746955
0.715526549,-11.82542723
0.724634262,-11.74016906
0.733741975,-11.65321155
0.742849688,-11.56624996
0.751957401,-11.48126091
0.761065114,-11.40055331
0.770172827,-11.32702897
0.77928054,-11.26467844
0.788388253,-11.22007952
0.797495966,-11.203135
0.806344807,-11.20188545
0.815193645,-11.19817763
